"celex","date","dateforce","dateendvalid","lbs","lbcelex","lbsuffix","force","datetranspos"
"31991L0534","1991-10-14","1991-10-31","1997-10-20","b2387d0d-2f0a-4ed4-a8b7-0b9227690cd7","11957E213",NA,"false",NA
"31985L0172","1985-02-28","1985-03-04","1995-03-25","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31978L0054","1977-12-19","1977-12-29","1979-06-30","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31995L0412","1995-09-25","1995-10-10","9999-12-31","86e63262-05ec-4633-94bd-9226dc1b094a","31975L0268","A02P2","true",NA
"31985L0585","1985-12-20","1985-12-24","1995-03-25","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1986-12-31"
"32000L0039","2000-06-08","2000-07-06","9999-12-31","188ca3d7-2255-4541-bbc9-1142e9b6b33b","31998L0024","A03P2","true","2001-12-31"
"31998L0022","1998-04-15","1998-04-29","2019-12-13","614e9335-f623-406c-987c-c5924e385170","31977L0093","A12P6L3","false","1998-10-01"
"32009L0149","2009-11-27","2009-12-18","2020-10-30","f709b117-368d-4e6f-82a2-0834af9a4e3c","32004L0049","A05P2","false","2010-06-18"
"31983L0570","1983-10-26","1983-10-31","2001-12-17","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1985-10-31"
"31981L0528","1981-06-30","1981-07-07","9999-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"true","1981-12-31"
"31995L0212","1995-05-29","1995-06-21","9999-12-31","86e63262-05ec-4633-94bd-9226dc1b094a","31975L0268","A02P2","true",NA
"31991L0103","1991-02-18","1991-02-19","1991-12-31","614e9335-f623-406c-987c-c5924e385170","31977L0093","A13L2","false",NA
"31991L0661","1991-12-06","1991-12-31","1992-12-31","614e9335-f623-406c-987c-c5924e385170","31977L0093","A13L2","false",NA
"31991L0127","1991-02-14","1991-02-22","1992-03-18","ebf9dd6e-86ac-449f-94d3-1704bba8f7db","31966L0403","A15P2BIS","false",NA
"31991L0102","1991-02-18","1991-02-19","1991-12-31","614e9335-f623-406c-987c-c5924e385170","31977L0093","A13L2","false",NA
"31990L0486","1990-09-17","1990-09-24","1999-07-01","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1990-03-24"
"32016L0800","2016-05-11","2016-06-10","9999-12-31","0aa0f425-b51f-45a4-860d-89879f1cd5f2","12012E082","P2PTB)","true","2019-06-11"
"31998L0093","1998-12-14","1998-12-31","2006-08-27","9e3ee02b-0dcd-477f-9423-07f455ec1c72","11992E103A","P1","false","1999-12-31"
"32005L0024","2005-03-14","2005-04-13","2018-10-31","757b23c4-c2b5-437d-a73b-f6c4aa6d3ee8","12002E037",NA,"false","2007-03-23"
"32016L0943","2016-06-08","2016-07-05","9999-12-31","a7c572b0-ad13-4fd5-8d49-c4b69cd1e32d","12012E114",NA,"true","2018-06-09"
"32003L0021","2003-03-24","2003-03-28","2008-07-22","97ebdf59-5b83-4403-a0ad-d0d31b1045c0","32000L0029","A02P1PTHL1","false","2003-03-31"
"32004L0102","2004-10-05","2004-10-26","2022-12-13","97ebdf59-5b83-4403-a0ad-d0d31b1045c0","32000L0029","A14P2PTD)","false","2005-02-28"
"32003L0046","2003-06-04","2003-06-08","2008-07-22","97ebdf59-5b83-4403-a0ad-d0d31b1045c0","32000L0029","A02P1PTH)L1","false","2003-06-15"
"32004L0032","2004-03-17","2004-03-26","2008-07-22","97ebdf59-5b83-4403-a0ad-d0d31b1045c0","32000L0029","A02P1PTH)L1","false","2004-04-20"
"31997L0048","1997-07-29","1997-09-01","2015-12-31","0c59ad90-3f43-4ddf-953b-95fb1a34ffff","31989L0109","A03","false","1998-07-01"
"32003L0045","2003-05-28","2003-06-12","9999-12-31","bad9f2c5-3c17-4576-8fa5-7e56b6e605a9","32002L0057","A02P3PTA)","true","2003-12-31"
"31981L0020","1981-01-20","1981-02-23","2009-01-19","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1981-07-01"
"31978L0546","1978-06-12","1978-06-15","1998-12-31","b2387d0d-2f0a-4ed4-a8b7-0b9227690cd7","11957E213",NA,"false","1979-01-01"
"31995L0052","1995-10-25","1995-07-01","1996-12-31","a811ac5d-2d67-4dcd-bf4b-04dbcfbc927e","11992E043",NA,"false",NA
"32002L0011","2002-02-14","2002-02-23","9999-12-31","68248bf6-f090-48f0-a610-89eead354ad8","11997E037",NA,"true",NA
"31975L0274","1975-04-28","1975-04-30","9999-12-31","86e63262-05ec-4633-94bd-9226dc1b094a","31975L0268","A02P2","true",NA
"31989L0394","1989-06-14","1989-06-20","1993-09-30","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1991-06-14"
"32005L0090","2006-01-18","2006-02-24","2009-05-31","6605ff4a-754d-4d10-bc74-9499a44ae68d","12002E251",NA,"false","2007-02-24"
"32011L0027","2011-03-04","2011-06-01","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","true","2011-11-30"
"31965L0001","1964-12-14","1964-12-15","1999-07-30","d4b0fa07-500a-4196-afc5-43547911a9e2","11957E063","P2","false","1966-12-31"
"31996L0015","1996-03-14","1996-03-21","1999-11-01","614e9335-f623-406c-987c-c5924e385170","31977L0093","A02P1PTHL1","false","1996-04-01"
"32003L0047","2003-06-04","2003-06-08","2019-12-13","97ebdf59-5b83-4403-a0ad-d0d31b1045c0","32000L0029","A14L2PC)","false","2003-06-15"
"32008L0080","2008-07-28","2008-08-18","2013-08-31","dd121338-803b-4793-b8bd-6db66b18104a","31998L0008","A16P2L2","false","2009-06-30"
"32000L0073","2000-11-22","2000-12-19","2009-12-31","d891e9b6-ca7e-4f14-91f1-010e1f65f75a","31992L0061","A16","false","2001-12-31"
"31974L0180","1974-02-26","1974-03-05","1985-07-10","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A06P1BIS","false","1974-06-01"
"31998L0003","1998-01-15","1998-02-12","2003-12-10","f50d807c-6175-4480-9a31-6d7b13dc1213","31976L0116","A09P1","false","1998-12-31"
"32004L0014","2004-01-29","2004-02-19","2007-07-19","0c59ad90-3f43-4ddf-953b-95fb1a34ffff","31989L0109","A03","false","2005-07-29"
"32013L0026","2013-02-08","2013-07-01","2020-02-21","725c7341-4691-4449-97b1-17fcbfba93df","12012J003","P4","false","2013-07-01"
"32016L1028","2016-04-19","2016-07-15","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2017-04-30"
"31994L0026","1994-06-15","1994-07-14","1997-10-09","80dc94ca-81f7-45e3-9567-a89276defab4","31979L0196","A05","false","1995-03-31"
"31976L0681","1976-07-22","1976-07-26","1979-07-14","8515b295-6207-4a57-805e-236a24d8fcd9","31969L0073",NA,"false","1976-09-30"
"32008L0022","2008-03-11","2008-03-20","9999-12-31","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"true",NA
"32001L0033","2001-05-08","2001-05-22","2022-12-13","97ebdf59-5b83-4403-a0ad-d0d31b1045c0","32000L0029","A14PTC","false",NA
"31985L0326","1985-06-12","1985-06-19","2005-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1986-01-01"
"32004L0009","2004-02-11","2004-03-11","9999-12-31","6605ff4a-754d-4d10-bc74-9499a44ae68d","12002E251",NA,"true","1989-01-01"
"32011L0038","2011-04-11","2011-04-13","9999-12-31","408e3121-2694-467b-905b-dfa95f554d4a","32002L0098","A29P2PTF)","true","2011-06-30"
"32006L0029","2006-03-08","2006-03-29","2006-07-19","8fa91a26-ad32-4a85-8fd0-6a3dac8cff01","32000L0012","A30P2","false","2006-06-30"
"32009L0087","2009-07-29","2009-08-19","2013-08-31","dd121338-803b-4793-b8bd-6db66b18104a","31998L0008","A11P4","false","2010-02-19"
"31988L0616","1988-11-30","1988-12-05","1991-05-18","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false","1989-06-30"
"32014L0075","2014-03-13","2014-06-09","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2014-12-31"
"31982L0473","1982-06-10","1982-06-21","1992-06-07","24d2f1ba-7562-4fc1-b1e2-480e9da4f282","31973L0173","A10","false","1983-06-30"
"31981L0934","1981-11-17","1981-11-19","1985-07-11","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1982-01-01"
"32008L0020","2008-03-11","2008-03-20","2017-06-25","74f202d1-b0ef-4eec-9e01-631eacaa5e60","12006E047","P2FR1","false",NA
"31975L0108","1975-01-20","1975-01-23","1978-02-24","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"32017L0159","2016-12-19","2017-11-16","9999-12-31","1cd96a7c-f899-434f-abb2-6939e167b09c","12016E155","P2","true","2019-11-15"
"31968L0157","1968-03-12","1968-03-15","1969-12-31","7e0a743d-56c7-441e-9cc5-e2017fbadb1b","11957E013","P02","false","1968-06-30"
"32011L0042","2011-04-11","2011-06-01","9999-12-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","true","2011-11-30"
"32011L0014","2011-02-24","2012-02-01","2011-07-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","false","2012-01-31"
"32008L0081","2008-07-29","2008-08-19","2013-08-31","dd121338-803b-4793-b8bd-6db66b18104a","31998L0008","A16P2L2","false","2009-03-31"
"31963L0261","1963-04-02","1963-04-03","1999-07-30","aa9dd2d0-11e0-40df-8e04-b38cb2200e9c","11957E054","P3","false","1978-01-01"
"31995L0033","1995-07-10","1995-08-07","2010-08-31","cc1569db-8cb0-474e-9339-eab1ea66dabe","31982L0471","A06","false","1996-06-30"
"31991L0442","1991-07-23","1991-08-27","1999-07-29","48ed0d72-19be-421b-a3a6-9db2468bcf3a","31988L0379","A06P3","false","1992-08-01"
"31980L1272","1980-12-22","1980-12-31","1997-08-16","5885a96d-a0d4-450a-b641-961aee6f0174","11979H146",NA,"false","1980-12-31"
"31987L0167","1987-01-26","1987-01-01","1990-12-31","0176eb51-d4b3-43e3-baa6-e49a2a38620e","11957E092","P3PTD","false",NA
"31986L0465","1986-07-14","1986-07-19","9999-12-31","86e63262-05ec-4633-94bd-9226dc1b094a","31975L0268","A02P2","true",NA
"31980L1276","1980-12-22","1980-12-31","1986-01-01","5885a96d-a0d4-450a-b641-961aee6f0174","11979H146",NA,"false",NA
"31988L0315","1988-06-07","1988-06-14","2000-03-17","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1990-06-07"
"31998L0043","1998-07-06","1998-07-30","1998-07-30","1c1b5920-90b7-413a-b9f2-4ad20efc6d18","11992E057","P2","false","2001-07-30"
"32017L1371","2017-07-05","2017-08-17","9999-12-31","0f0fbd5f-3acc-4776-8828-ae073a35bef6","12016E083","P2","true","2019-07-06"
"31960L0201","1959-11-23","1959-11-24","1974-01-01","7400374a-479d-4050-b950-12a3e0cbb6cd","11957E132","P5","false","1964-11-23"
"31995L0015","1995-05-31","1995-06-28","2000-06-14","5905a20b-a91d-40c9-9f39-500447898f91","31989L0647","A09","false","1995-09-30"
"32014L0011","2013-10-18","2014-01-29","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2014-07-31"
"31982L0606","1982-07-28","1982-08-09","1997-10-20","b2387d0d-2f0a-4ed4-a8b7-0b9227690cd7","11957E213",NA,"false","1984-06-30"
"31990L0113","1990-02-19","1990-02-21","1990-12-31","614e9335-f623-406c-987c-c5924e385170","31977L0093","A13L2","false",NA
"31978L0841","1978-10-10","1978-01-01","1978-12-31","cec2caa8-9f8e-4b66-a786-b093b6ac264e","31977L0360",NA,"false",NA
"31986L0295","1986-05-26","1986-05-30","1995-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1989-05-30"
"31964L0428","1964-07-07","1964-07-08","1999-07-30","d4b0fa07-500a-4196-afc5-43547911a9e2","11957E063","P3","false","1965-01-09"
"31996L0076","1996-11-29","1996-12-07","1998-12-29","614e9335-f623-406c-987c-c5924e385170","31977L0093","A02P1PTHL1","false","1997-01-01"
"31991L0249","1991-04-19","1991-05-18","1997-10-07","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false","1991-11-30"
"31990L0404","1990-07-27","1990-08-01","2002-08-08","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"31988L0272","1988-04-08","1988-04-15","1992-12-31","614e9335-f623-406c-987c-c5924e385170","31977L0093","A13P2L1","false",NA
"31981L1059","1981-12-14","1983-03-01","1983-05-31","b2387d0d-2f0a-4ed4-a8b7-0b9227690cd7","11957E213",NA,"false",NA
"31974L0493","1974-10-02","1974-10-07","1975-12-31","c9c0e382-b55c-4bd5-9a02-d616e80eb4b1","31972L0159","A19P1L2","false",NA
"31991L0660","1991-12-06","1991-12-31","1992-12-31","614e9335-f623-406c-987c-c5924e385170","31977L0093","A13L2","false",NA
"31966L0682","1966-11-07","1966-11-09","1969-12-31","76ecfd59-a3ff-4d53-9c2a-072c367b30e5","11957E033","P7","false","1967-02-01"
"32009L0091","2009-07-31","2009-08-21","2013-08-31","dd121338-803b-4793-b8bd-6db66b18104a","31998L0008","A16P2","false","2010-08-31"
"31975L0267","1975-04-24","1975-04-29","1985-07-10","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A06P1BIS","false","1975-09-01"
"31989L0370","1989-06-08","1989-06-15","9999-12-31","a9c8c6a4-94ec-44b2-b11d-39a25dd3d8eb","31983L0129","A02","true",NA
"31985L0345","1985-07-08","1985-07-15","2000-06-14","dc576cb4-5040-42c2-837e-c6f19c43d6c4","11957E057",NA,"false",NA
"31974L0318","1974-06-25","1974-04-01","1975-12-18","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31983L0642","1983-12-12","1983-12-19","1998-07-01","b4b312f4-ba77-4cc7-99cd-5fc19c85d2cd","31964L0432","A07PTC","false","1984-01-01"
"32016L1106","2016-07-07","2016-07-28","9999-12-31","466ee020-0598-45b2-8fdd-65aa905668f1","32006L0126","A08","true","2018-01-01"
"31994L0077","1994-12-20","1995-01-20","1997-10-07","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false","1995-11-30"
"31990L0652","1990-12-04","1990-12-12","1990-12-31","0176eb51-d4b3-43e3-baa6-e49a2a38620e","11957E092","P3PTD","false",NA
"31993L0003","1993-02-05","1993-02-10","1993-12-21","ebf9dd6e-86ac-449f-94d3-1704bba8f7db","31966L0403","A15P2BIS","false","1993-02-28"
"31978L0630","1978-06-19","1978-06-22","2003-07-16","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31963L0607","1963-10-15","1963-10-15","1999-07-30","d4b0fa07-500a-4196-afc5-43547911a9e2","11957E063","P2","false","1964-04-15"
"31990L0660","1990-12-04","1990-12-12","1995-12-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false",NA
"31983L0615","1983-11-29","1983-11-30","1985-07-10","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A06","false","1984-08-31"
"31983L0002","1982-12-30","1983-01-19","1984-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31982L0017","1981-12-21","1982-01-14","1985-08-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"31976L0631","1976-07-20","1976-07-28","9999-12-31","86e63262-05ec-4633-94bd-9226dc1b094a","31975L0268","A02P2","true",NA
"31976L0013","1975-12-15","1975-12-18","1985-07-10","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A06","false","1976-04-01"
"31972L0281","1972-07-31","1972-08-03","1976-12-01","add677a6-92e9-4a90-aa9f-ac5c94ee1017","31968L0161","A09","false","1972-12-01"
"31986L0529","1986-11-03","1986-11-06","1991-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31966L0723","1966-11-24","1966-11-25","1968-06-30","7e0a743d-56c7-441e-9cc5-e2017fbadb1b","11957E013","P2","false","1968-06-30"
"31996L0006","1996-02-16","1996-03-02","1997-03-11","2262380a-4efc-4f61-ae24-781283415830","31974L0063","A06","false","1996-07-31"
"31996L0049(01)","1998-10-31",NA,NA,NA,NA,NA,NA,NA
"31978L0058","1977-12-07","1977-09-30","1985-07-10","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A06","false","1978-06-30"
"31993L0018","1993-04-05","1993-04-07","1999-07-29","48ed0d72-19be-421b-a3a6-9db2468bcf3a","31988L0379","A15","false","1994-07-01"
"31983L0636","1983-12-13","1983-12-21","1984-02-09","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"32016L1919","2016-10-26","2016-11-24","9999-12-31","8687020c-b558-4b34-ac6a-2aec3da750dd","12016E082","P2PTB)","true","2019-05-05"
"31987L0064","1986-12-30","1987-01-06","1987-01-06","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1988-01-01"
"31982L0499","1982-06-07","1982-06-30","1987-06-03","6fee85f8-5008-4309-8e14-9eef3987fd5b","31976L0889","A07P3","false","1983-11-30"
"31985L0579","1985-12-20","1985-12-24","1996-06-12","fb5c1ee8-86ec-455d-8822-3eeb0338953b","11985I396",NA,"false",NA
"31979L0553","1979-06-07","1979-06-08","1985-07-10","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A06","false",NA
"31974L0412","1974-08-01","1974-07-13","1978-01-01","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31972L0108","1972-02-01","1972-02-05","1979-07-14","8515b295-6207-4a57-805e-236a24d8fcd9","31969L0073","A12","false","1972-04-01"
"31998L0028","1998-04-29","1998-05-13","9999-12-31","3dc4804e-c6a8-41e6-9787-ce7429a125e0","31993L0043","A03P3","true","1998-08-01"
"31979L0076","1978-12-21","1978-12-28","1997-02-23","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1979-06-29"
"32017L1132","2017-06-14","2017-07-20","9999-12-31","8eff791c-e10a-4bcf-bad3-ebd86607bd47","12016E050","P1","true",NA
"31988L0359","1988-06-24","1988-07-04","1990-08-01","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"31966L0454","1966-07-28","1966-07-29","2001-12-17","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31994L0041","1994-07-18","1994-09-01","1997-10-07","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false","1995-06-30"
"31986L0654","1986-12-18","1986-12-23","1989-05-08","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"31999L0069","1999-06-28","1999-07-01","1999-07-01","664a64de-8ba6-4be5-baf0-67a0d19291ef","31998L0056","A20P3","false",NA
"31981L0952","1981-11-13","1981-11-30","1988-01-01","75a28589-c423-494c-84d9-59ccb83b37b1","31976L0119","A14","false","1982-07-01"
"31978L1016","1978-11-23","1978-11-24","2009-10-21","100e56a9-af68-4606-b14f-1a18f03bb3c2","11957E075",NA,"false",NA
"31965L0330","1965-06-16","1965-06-16","1968-06-30","7e0a743d-56c7-441e-9cc5-e2017fbadb1b","11957E013","P02","false","1968-06-30"
"31984L0140","1984-03-05","1984-01-01","1984-07-01","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"31985L0580","1985-12-20","1985-12-24","1995-01-01","fb5c1ee8-86ec-455d-8822-3eeb0338953b","11985I396",NA,"false",NA
"31983L0362","1983-07-18",NA,"1985-08-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"31976L0344","1976-03-25","1976-03-29","1987-01-01","8515b295-6207-4a57-805e-236a24d8fcd9","31969L0073","A029","false","1976-07-01"
"31977L0016","1976-12-16","1977-01-01","1980-07-31","8515b295-6207-4a57-805e-236a24d8fcd9","31969L0073","A31P3","false","1977-01-01"
"31978L0077","1977-12-23","1977-12-31","1979-07-14","8515b295-6207-4a57-805e-236a24d8fcd9","31969L0073","A12","false","1978-02-01"
"31977L0800","1977-12-19","1977-12-23","1982-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1978-01-01"
"31989L0462","1989-07-18","1989-07-24","1998-12-31","b2387d0d-2f0a-4ed4-a8b7-0b9227690cd7","11957E213",NA,"false","1989-12-31"
"32017L0164","2017-01-31","2017-02-21","9999-12-31","188ca3d7-2255-4541-bbc9-1142e9b6b33b","31998L0024","A03P2","true","2018-08-21"
"31978L1034","1978-12-19","1978-12-22","1992-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1979-01-01"
"31972L0242","1972-06-27","1972-06-28","1987-01-01","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1972-10-01"
"31980L0370","1980-03-26","1980-01-01","9999-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"true",NA
"31969L0012","1968-12-12",NA,"1969-12-31","92686e3f-14cf-442e-97a5-1f212be46b35","11957E095",NA,"false","1969-12-31"
"31973L0037","1973-02-09","1973-02-16","1987-01-01","8515b295-6207-4a57-805e-236a24d8fcd9","31969L0073","A31P3","false","1973-03-01"
"31980L0371","1980-03-26","1980-03-31","1982-05-31","b2387d0d-2f0a-4ed4-a8b7-0b9227690cd7","11957E213",NA,"false","1982-03-01"
"31969L0184","1969-06-26","1969-06-30","1972-12-17","8515b295-6207-4a57-805e-236a24d8fcd9","31969L0073","A29","false","1969-10-01"
"31982L0786","1982-11-15","1982-01-01","1997-06-09","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"31976L0616","1976-07-20","1976-07-26","1977-06-30","8515b295-6207-4a57-805e-236a24d8fcd9","31969L0073","A29","false","1976-09-01"
"31969L0400","1969-10-28","1969-10-29","1971-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1969-10-29"
"31965L0328","1965-06-16","1965-06-16","1969-12-31","7e0a743d-56c7-441e-9cc5-e2017fbadb1b","11957E013","P2","false","1968-06-30"
"31964L0620","1964-10-13","1964-10-14","1968-06-28","176d1ea0-1b71-4b9f-89c8-62a86b45d2cd","31964R0013","A32","false","1964-07-01"
"31965L0329","1965-06-16","1965-06-16","1969-12-31","7e0a743d-56c7-441e-9cc5-e2017fbadb1b","11957E013","P02","false","1968-06-30"
"32018L0597","2018-04-18","2018-04-24","2021-04-20","6e4be70e-772a-4cb0-9637-f7d90313c64c","12016E043","P2","false","2019-01-01"
"32018L0851","2018-05-30","2018-07-04","9999-12-31","cdbccbd7-06ae-4c9b-9076-57fc645256c2","12016E192","P1","true","2020-07-05"
"32018L0850","2018-05-30","2018-07-04","9999-12-31","cdbccbd7-06ae-4c9b-9076-57fc645256c2","12016E192","P1","true","2020-07-05"
"32018L0131","2018-01-23","2018-02-15","9999-12-31","1cd96a7c-f899-434f-abb2-6939e167b09c","12016E155","P2","true","2020-02-16"
"32018L0822","2018-05-25","2018-06-25","9999-12-31","5e97a6a5-a0f0-44a0-8a7c-42818affb7de","12016E115",NA,"true","2020-07-01"
"32018L1910","2018-12-04","2018-12-27","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2020-01-01"
"32018L1027","2018-07-19","2018-08-09","9999-12-31","7fc42eea-19dd-4763-90ac-2ae9268d818f","31966L0402","A21a","true","2019-01-01"
"32018L1028","2018-07-19","2018-07-21","9999-12-31","8124de30-ce08-4cbe-9814-d4e602698b57","31966L0401","A21a","true","2019-01-01"
"32018L0739","2018-03-01","2018-06-07","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2019-06-30"
"32019L0174","2018-11-16","2019-02-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-03-01"
"32018L0100","2018-01-22","2018-02-12","9999-12-31","1364812d-2692-4cf9-9b03-3d79c9aeb7f1","32002L0055","A07P2PTA)","true","2018-09-01"
"32018L1808","2018-11-14","2018-12-18","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2020-09-19"
"32017L2397","2017-12-12","2018-01-16","9999-12-31","779d625d-65ff-4bab-86e0-24b3666d2740","12016E091","P1","true","2022-01-17"
"32018L1673","2018-10-23","2018-12-02","9999-12-31","0f0fbd5f-3acc-4776-8828-ae073a35bef6","12016E083","P1","true","2020-12-03"
"32017L2398","2017-12-12","2018-01-16","9999-12-31","13600cfa-c6ea-457d-a494-68bbb9476182","12016E153","P2PTB)","true","2020-01-17"
"32018L0410","2018-03-14","2018-04-08","9999-12-31","cdbccbd7-06ae-4c9b-9076-57fc645256c2","12016E192","P1","true","2018-12-31"
"32017L2455","2017-12-05","2018-01-18","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2018-12-31"
"32018L0484","2018-03-21","2018-04-12","9999-12-31","664a64de-8ba6-4be5-baf0-67a0d19291ef","31998L0056","A05P5","true","2018-09-30"
"32018L0411","2018-03-14","2018-03-19","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true",NA
"32018L1695","2018-11-06","2018-12-02","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true",NA
"32019L0633","2019-04-17","2019-04-30","9999-12-31","6e4be70e-772a-4cb0-9637-f7d90313c64c","12016E043","P2","true","2021-05-01"
"32019L0878","2019-05-20","2019-06-27","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2021-06-28"
"32019L0904","2019-06-05","2019-07-02","9999-12-31","cdbccbd7-06ae-4c9b-9076-57fc645256c2","12016E192","P1","true","2023-01-05"
"32018L0849","2018-05-30","2018-07-04","2025-08-17","cdbccbd7-06ae-4c9b-9076-57fc645256c2","12016E192","P1","true","2020-07-05"
"32017L2110","2017-11-15","2017-12-20","9999-12-31","a0b28970-773b-4ed1-b8bc-abdb8c91d37a","12016E100","P2","true","2019-12-21"
"32017L2108","2017-11-15","2017-12-20","9999-12-31","a0b28970-773b-4ed1-b8bc-abdb8c91d37a","12016E100","P2","true","2019-12-21"
"32017L2109","2017-11-15","2017-12-20","9999-12-31","a0b28970-773b-4ed1-b8bc-abdb8c91d37a","12016E100","P2","true","2019-12-21"
"32019L1023","2019-06-20","2019-07-16","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2026-07-17"
"32018L1972","2018-12-11","2018-12-20","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2020-12-21"
"32019L1024","2019-06-20","2019-07-16","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2021-07-17"
"32018L0852","2018-05-30","2018-07-04","2026-08-11","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2020-07-05"
"32018L0933","2018-06-29","2018-07-22","9999-12-31","466ee020-0598-45b2-8fdd-65aa905668f1","32006L0126","A08","true","2019-07-21"
"32017L2054","2017-11-08","2017-12-15","9999-12-31","9f2740e9-3452-41e7-90ce-97ef756b0fc0","32009L0043","A13","true","2018-02-28"
"32019L0177","2018-11-16","2019-02-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-02-29"
